Tempo Status Tipo Valor Tipo_Consulta
0 x pacote 203 CL
0 x pacote 203 CL
246 ok pacote 203 CL
395 ok pacote 203 PC
310 ok pacote 203 CL
229 ok pacote 203 PC
155 ok pacote 203 PC
226 ok pacote 203 PC
342 ok pacote 203 PC
0 x pacote 203 CL
240 ok pacote 203 CL
245 ok pacote 203 PC
363 ok pacote 203 PC
321 ok pacote 203 PC
214 ok pacote 203 PC
0 x pacote 203 CL
0 x pacote 203 CL
454 ok pacote 203 PC
226 ok pacote 203 PC
147 ok pacote 203 PC
0 x pacote 203 CL
245 ok pacote 203 CL
255 ok pacote 203 CL
351 ok pacote 203 CL
351 ok pacote 203 PC
288 ok pacote 203 PC
208 ok pacote 203 PC
283 ok pacote 203 PC
291 ok pacote 203 PC
262 ok pacote 203 CL
313 ok pacote 203 CL
269 ok pacote 203 CL
183 ok pacote 203 PC
356 ok pacote 203 PC
0 x pacote 156 PC
0 x pacote 156 PC
208 ok pacote 156 PC
0 x pacote 156 PC
0 x pacote 156 CL
163 ok pacote 156 PC
227 ok pacote 156 CL
0 x pacote 156 CL
370 ok pacote 156 CL
0 x pacote 156 CL
274 ok pacote 156 CL
236 ok pacote 156 PC
344 ok pacote 156 CL
0 x pacote 156 CL
351 ok pacote 156 PC
0 x pacote 156 CL
144 ok pacote 156 CL
311 ok pacote 156 PC
0 x pacote 156 CL
351 ok pacote 156 PC
0 x pacote 156 CL
467 ok pacote 156 PC
173 ok pacote 156 PC
303 ok pacote 156 PC
266 ok pacote 156 CL
0 x pacote 156 CL
373 ok pacote 156 PC
0 x pacote 156 CL
203 ok pacote 156 PC
296 ok pacote 156 PC
306 ok pacote 156 CL
0 x pacote 156 CL
162 ok pacote 156 CL
307 ok pacote 156 PC
209 ok pacote 156 PC
259 ok pacote 156 PC
0 x pacote 156 CL
383 ok pacote 156 PC
227 ok pacote 156 CL
260 ok pacote 156 PC
609 ok pacote 672 CL
244 ok pacote 672 PC
0 x pacote 672 CL
0 x pacote 672 PC
637 ok pacote 672 PC
609 ok pacote 672 CL
449 ok pacote 672 CL
362 ok pacote 672 CL
1331 ok pacote 672 PC
431 ok pacote 672 CL
0 x pacote 672 CL
379 ok pacote 672 CL
1033 ok pacote 672 PC
828 ok pacote 672 PC
473 ok pacote 672 PC
437 ok pacote 672 PC
686 ok pacote 672 PC
386 ok pacote 672 CL
391 ok pacote 672 CL
281 ok pacote 672 CL
0 x pacote 672 CL
413 ok pacote 672 CL
684 ok pacote 672 CL
254 ok pacote 672 CL
990 ok pacote 672 PC
295 ok pacote 672 CL
1232 ok pacote 672 PC
732 ok pacote 672 PC
0 x pacote 672 CL
460 ok pacote 672 PC
323 ok pacote 672 CL
908 ok pacote 672 PC
217 ok pacote 672 CL
924 ok pacote 672 PC
792 ok pacote 672 PC
345 ok pacote 672 CL
361 ok pacote 672 PC
343 ok pacote 672 PC
1212 ok pacote 672 PC
766 ok pacote 672 PC
0 x pacote 270 CL
0 x pacote 270 CL
0 x pacote 270 PC
197 ok pacote 270 PC
0 x pacote 270 PC
249 ok pacote 270 PC
0 x pacote 270 PC
352 ok pacote 270 PC
295 ok pacote 270 PC
316 ok pacote 270 CL
221 ok pacote 270 PC
450 ok pacote 270 PC
527 ok pacote 270 CL
364 ok pacote 270 CL
352 ok pacote 270 PC
411 ok pacote 270 CL
451 ok pacote 270 CL
586 ok pacote 270 PC
387 ok pacote 270 CL
0 x pacote 270 CL
0 x pacote 270 CL
249 ok pacote 270 PC
0 x pacote 270 CL
531 ok pacote 270 PC
0 x pacote 270 CL
438 ok pacote 270 CL
318 ok pacote 270 CL
411 ok pacote 270 CL
372 ok pacote 270 PC
405 ok pacote 270 CL
0 x pacote 270 CL
522 ok pacote 270 PC
0 x pacote 270 CL
319 ok pacote 270 PC
250 ok pacote 270 PC
0 x pacote 270 CL
384 ok pacote 270 PC
262 ok pacote 270 PC
406 ok pacote 270 PC
456 ok pacote 270 CL
340 ok pacote 768 PC
115 ok pacote 768 PC
0 x pacote 768 CL
363 ok pacote 768 PC
604 ok pacote 768 PC
436 ok pacote 768 PC
200 ok pacote 768 PC
381 ok pacote 768 PC
567 ok pacote 768 CL
786 ok pacote 768 PC
391 ok pacote 768 CL
442 ok pacote 768 PC
435 ok pacote 768 CL
535 ok pacote 768 CL
1513 ok pacote 768 PC
300 ok pacote 768 CL
440 ok pacote 768 PC
570 ok pacote 768 PC
662 ok pacote 768 PC
491 ok pacote 768 CL
1436 ok pacote 768 PC
461 ok pacote 768 CL
403 ok pacote 768 CL
161 ok pacote 768 CL
477 ok pacote 768 CL
0 x pacote 768 CL
535 ok pacote 768 CL
455 ok pacote 768 CL
363 ok pacote 768 PC
846 ok pacote 768 PC
480 ok pacote 768 CL
358 ok pacote 768 PC
745 ok pacote 768 PC
427 ok pacote 768 CL
468 ok pacote 768 CL
1697 ok pacote 768 PC
426 ok pacote 768 CL
508 ok pacote 768 CL
929 ok pacote 768 PC
422 ok pacote 768 CL
465 ok pacote 343 CL
0 x pacote 343 PC
0 x pacote 343 CL
0 x pacote 343 CL
0 x pacote 343 PC
293 ok pacote 343 PC
351 ok pacote 343 CL
189 ok pacote 343 PC
435 ok pacote 343 PC
161 ok pacote 343 PC
0 x pacote 343 CL
275 ok pacote 343 CL
341 ok pacote 343 CL
715 ok pacote 343 PC
369 ok pacote 343 PC
587 ok pacote 343 CL
0 x pacote 343 CL
334 ok pacote 343 PC
269 ok pacote 343 CL
349 ok pacote 343 CL
552 ok pacote 343 PC
440 ok pacote 343 PC
451 ok pacote 343 CL
228 ok pacote 343 CL
470 ok pacote 343 PC
338 ok pacote 343 PC
271 ok pacote 343 PC
0 x pacote 343 CL
389 ok pacote 343 CL
427 ok pacote 343 CL
275 ok pacote 343 PC
658 ok pacote 343 PC
505 ok pacote 343 PC
285 ok pacote 343 PC
518 ok pacote 343 PC
415 ok pacote 343 CL
463 ok pacote 343 CL
0 x pacote 343 CL
326 ok pacote 343 PC
0 x pacote 343 CL
0 x pacote 305 PC
360 ok pacote 305 CL
0 x pacote 305 CL
186 ok pacote 305 PC
987 ok pacote 305 CL
355 ok pacote 305 CL
331 ok pacote 305 CL
258 ok pacote 305 PC
927 ok pacote 305 PC
979 ok pacote 305 PC
826 ok pacote 305 PC
935 ok pacote 305 PC
729 ok pacote 305 PC
504 ok pacote 305 PC
361 ok pacote 305 PC
542 ok pacote 305 CL
417 ok pacote 305 PC
703 ok pacote 305 PC
532 ok pacote 305 CL
678 ok pacote 305 PC
351 ok pacote 305 CL
372 ok pacote 305 PC
298 ok pacote 305 PC
460 ok pacote 305 CL
643 ok pacote 305 PC
334 ok pacote 305 CL
0 x pacote 305 CL
442 ok pacote 305 PC
338 ok pacote 305 CL
421 ok pacote 305 CL
416 ok pacote 305 PC
257 ok pacote 305 CL
991 ok pacote 305 PC
0 x pacote 305 CL
359 ok pacote 305 PC
441 ok pacote 305 CL
425 ok pacote 305 CL
402 ok pacote 305 CL
329 ok pacote 305 CL
367 ok pacote 305 CL
0 x pacote 803 PC
401 ok pacote 803 CL
0 x pacote 803 CL
946 ok pacote 803 PC
530 ok pacote 803 PC
411 ok pacote 803 CL
0 x pacote 803 PC
348 ok pacote 803 PC
1216 ok pacote 803 PC
311 ok pacote 803 CL
387 ok pacote 803 PC
314 ok pacote 803 PC
417 ok pacote 803 CL
1014 ok pacote 803 CL
186 ok pacote 803 CL
1132 ok pacote 803 PC
310 ok pacote 803 PC
394 ok pacote 803 CL
599 ok pacote 803 PC
0 x pacote 803 CL
1270 ok pacote 803 PC
263 ok pacote 803 PC
325 ok pacote 803 CL
182 ok pacote 803 CL
285 ok pacote 803 CL
331 ok pacote 803 CL
234 ok pacote 803 CL
387 ok pacote 803 PC
653 ok pacote 803 PC
288 ok pacote 803 CL
306 ok pacote 803 CL
321 ok pacote 803 CL
346 ok pacote 803 PC
260 ok pacote 803 PC
346 ok pacote 803 CL
304 ok pacote 803 CL
265 ok pacote 803 CL
228 ok pacote 803 PC
980 ok pacote 803 PC
561 ok pacote 803 PC
0 x pacote 457 CL
169 ok pacote 457 PC
0 x pacote 457 PC
281 ok pacote 457 PC
0 x pacote 457 PC
164 ok pacote 457 PC
495 ok pacote 457 CL
446 ok pacote 457 CL
0 x pacote 457 CL
1330 ok pacote 457 PC
1098 ok pacote 457 PC
623 ok pacote 457 CL
545 ok pacote 457 CL
465 ok pacote 457 CL
0 x pacote 457 CL
396 ok pacote 457 CL
455 ok pacote 457 CL
0 x pacote 457 CL
484 ok pacote 457 CL
636 ok pacote 457 PC
874 ok pacote 457 PC
550 ok pacote 457 PC
422 ok pacote 457 PC
447 ok pacote 457 CL
831 ok pacote 457 PC
1367 ok pacote 457 PC
402 ok pacote 457 CL
271 ok pacote 457 PC
442 ok pacote 457 CL
553 ok pacote 457 CL
517 ok pacote 457 PC
512 ok pacote 457 CL
1023 ok pacote 457 PC
783 ok pacote 457 PC
793 ok pacote 457 PC
468 ok pacote 457 CL
1306 ok pacote 457 PC
655 ok pacote 457 CL
0 x pacote 457 CL
1557 ok pacote 457 PC
600 ok pacote 860 CL
789 ok pacote 860 PC
771 ok pacote 860 CL
298 ok pacote 860 CL
432 ok pacote 860 CL
577 ok pacote 860 PC
391 ok pacote 860 CL
737 ok pacote 860 PC
1652 ok pacote 860 PC
1173 ok pacote 860 PC
605 ok pacote 860 CL
976 ok pacote 860 CL
534 ok pacote 860 CL
583 ok pacote 860 CL
517 ok pacote 860 PC
442 ok pacote 860 CL
422 ok pacote 860 CL
427 ok pacote 860 CL
465 ok pacote 860 PC
391 ok pacote 860 CL
350 ok pacote 860 PC
474 ok pacote 860 CL
958 ok pacote 860 PC
494 ok pacote 860 PC
1426 ok pacote 860 PC
462 ok pacote 860 CL
462 ok pacote 860 CL
830 ok pacote 860 CL
1488 ok pacote 860 PC
636 ok pacote 860 CL
666 ok pacote 860 PC
355 ok pacote 860 PC
568 ok pacote 860 CL
1086 ok pacote 860 PC
702 ok pacote 860 PC
1148 ok pacote 860 PC
1182 ok pacote 860 PC
405 ok pacote 860 CL
1019 ok pacote 860 PC
775 ok pacote 860 PC
315 ok pacote 856 PC
445 ok pacote 856 PC
336 ok pacote 856 PC
517 ok pacote 856 CL
1434 ok pacote 856 PC
484 ok pacote 856 CL
273 ok pacote 856 CL
496 ok pacote 856 CL
318 ok pacote 856 CL
378 ok pacote 856 CL
618 ok pacote 856 PC
341 ok pacote 856 CL
363 ok pacote 856 CL
239 ok pacote 856 PC
447 ok pacote 856 CL
245 ok pacote 856 CL
655 ok pacote 856 PC
337 ok pacote 856 PC
1543 ok pacote 856 PC
325 ok pacote 856 CL
356 ok pacote 856 CL
239 ok pacote 856 CL
731 ok pacote 856 PC
694 ok pacote 856 PC
1847 ok pacote 856 PC
300 ok pacote 856 CL
345 ok pacote 856 CL
258 ok pacote 856 CL
1164 ok pacote 856 PC
0 x pacote 856 CL
714 ok pacote 856 PC
268 ok pacote 856 CL
476 ok pacote 856 PC
344 ok pacote 856 CL
1179 ok pacote 856 PC
547 ok pacote 856 PC
1114 ok pacote 856 PC
916 ok pacote 856 PC
559 ok pacote 856 PC
357 ok pacote 856 CL
0 x pacote 179 CL
0 x pacote 179 CL
0 x pacote 179 CL
220 ok pacote 179 PC
332 ok pacote 179 PC
0 x pacote 179 PC
0 x pacote 179 CL
372 ok pacote 179 CL
204 ok pacote 179 PC
198 ok pacote 179 PC
312 ok pacote 179 PC
325 ok pacote 179 PC
0 x pacote 179 CL
0 x pacote 179 CL
195 ok pacote 179 PC
351 ok pacote 179 PC
498 ok pacote 179 PC
0 x pacote 179 CL
339 ok pacote 179 PC
0 x pacote 179 CL
339 ok pacote 179 PC
421 ok pacote 179 CL
156 ok pacote 179 PC
0 x pacote 179 CL
363 ok pacote 179 PC
324 ok pacote 179 CL
0 x pacote 179 CL
364 ok pacote 179 PC
249 ok pacote 179 PC
509 ok pacote 179 CL
458 ok pacote 179 CL
350 ok pacote 179 PC
0 x pacote 179 CL
351 ok pacote 179 PC
290 ok pacote 179 PC
491 ok pacote 179 CL
0 x pacote 179 CL
474 ok pacote 179 CL
0 x pacote 179 CL
254 ok pacote 179 PC
0 x pacote 843 PC
0 x pacote 843 PC
0 x pacote 843 CL
1368 ok pacote 843 PC
464 ok pacote 843 CL
0 x pacote 843 PC
237 ok pacote 843 CL
260 ok pacote 843 CL
602 ok pacote 843 PC
700 ok pacote 843 PC
260 ok pacote 843 CL
285 ok pacote 843 CL
269 ok pacote 843 PC
302 ok pacote 843 CL
252 ok pacote 843 CL
257 ok pacote 843 CL
1343 ok pacote 843 PC
361 ok pacote 843 CL
404 ok pacote 843 CL
436 ok pacote 843 PC
361 ok pacote 843 PC
479 ok pacote 843 PC
593 ok pacote 843 PC
268 ok pacote 843 PC
366 ok pacote 843 CL
322 ok pacote 843 PC
1031 ok pacote 843 PC
285 ok pacote 843 CL
350 ok pacote 843 CL
529 ok pacote 843 PC
358 ok pacote 843 CL
306 ok pacote 843 PC
567 ok pacote 843 PC
346 ok pacote 843 CL
180 ok pacote 843 CL
0 x pacote 843 CL
211 ok pacote 843 CL
244 ok pacote 843 CL
446 ok pacote 843 PC
1286 ok pacote 843 PC
0 x pacote 751 CL
365 ok pacote 751 CL
231 ok pacote 751 PC
399 ok pacote 751 CL
573 ok pacote 751 CL
1904 ok pacote 751 PC
695 ok pacote 751 PC
627 ok pacote 751 PC
788 ok pacote 751 CL
351 ok pacote 751 PC
232 ok pacote 751 PC
278 ok pacote 751 CL
1086 ok pacote 751 PC
966 ok pacote 751 PC
229 ok pacote 751 CL
771 ok pacote 751 PC
369 ok pacote 751 CL
1194 ok pacote 751 PC
734 ok pacote 751 PC
359 ok pacote 751 CL
1305 ok pacote 751 PC
296 ok pacote 751 CL
537 ok pacote 751 PC
257 ok pacote 751 CL
230 ok pacote 751 CL
443 ok pacote 751 CL
361 ok pacote 751 CL
333 ok pacote 751 CL
352 ok pacote 751 CL
1071 ok pacote 751 PC
584 ok pacote 751 PC
209 ok pacote 751 CL
467 ok pacote 751 PC
986 ok pacote 751 PC
465 ok pacote 751 PC
256 ok pacote 751 CL
777 ok pacote 751 PC
374 ok pacote 751 CL
396 ok pacote 751 CL
1143 ok pacote 751 PC
575 ok pacote 345 CL
0 x pacote 345 PC
0 x pacote 345 CL
0 x pacote 345 CL
488 ok pacote 345 CL
1317 ok pacote 345 PC
436 ok pacote 345 CL
379 ok pacote 345 CL
356 ok pacote 345 PC
269 ok pacote 345 PC
0 x pacote 345 CL
328 ok pacote 345 CL
330 ok pacote 345 CL
859 ok pacote 345 PC
582 ok pacote 345 PC
684 ok pacote 345 CL
406 ok pacote 345 PC
0 x pacote 345 CL
231 ok pacote 345 PC
294 ok pacote 345 PC
151 ok pacote 345 PC
678 ok pacote 345 CL
608 ok pacote 345 CL
348 ok pacote 345 PC
433 ok pacote 345 PC
935 ok pacote 345 PC
429 ok pacote 345 PC
213 ok pacote 345 PC
619 ok pacote 345 CL
603 ok pacote 345 CL
336 ok pacote 345 PC
1012 ok pacote 345 PC
305 ok pacote 345 PC
666 ok pacote 345 CL
0 x pacote 345 CL
578 ok pacote 345 CL
0 x pacote 345 CL
639 ok pacote 345 PC
404 ok pacote 345 PC
0 x pacote 345 CL
0 x pacote 739 CL
373 ok pacote 739 CL
0 x pacote 739 PC
0 x pacote 739 PC
0 x pacote 739 CL
879 ok pacote 739 PC
147 ok pacote 739 PC
363 ok pacote 739 CL
461 ok pacote 739 CL
459 ok pacote 739 CL
598 ok pacote 739 CL
1043 ok pacote 739 PC
219 ok pacote 739 PC
1514 ok pacote 739 PC
1405 ok pacote 739 PC
495 ok pacote 739 CL
1221 ok pacote 739 PC
911 ok pacote 739 PC
498 ok pacote 739 CL
476 ok pacote 739 CL
388 ok pacote 739 CL
331 ok pacote 739 CL
518 ok pacote 739 PC
483 ok pacote 739 CL
409 ok pacote 739 CL
784 ok pacote 739 PC
954 ok pacote 739 PC
322 ok pacote 739 CL
335 ok pacote 739 CL
1469 ok pacote 739 PC
754 ok pacote 739 PC
1057 ok pacote 739 PC
683 ok pacote 739 PC
571 ok pacote 739 CL
1044 ok pacote 739 PC
400 ok pacote 739 CL
754 ok pacote 739 PC
527 ok pacote 739 CL
803 ok pacote 739 PC
436 ok pacote 739 CL
0 x pacote 431 CL
0 x pacote 431 PC
0 x pacote 431 PC
0 x pacote 431 CL
370 ok pacote 431 CL
268 ok pacote 431 PC
387 ok pacote 431 CL
229 ok pacote 431 PC
156 ok pacote 431 PC
535 ok pacote 431 PC
407 ok pacote 431 CL
259 ok pacote 431 PC
380 ok pacote 431 CL
294 ok pacote 431 PC
353 ok pacote 431 CL
309 ok pacote 431 CL
364 ok pacote 431 CL
460 ok pacote 431 PC
215 ok pacote 431 PC
318 ok pacote 431 PC
481 ok pacote 431 PC
415 ok pacote 431 CL
0 x pacote 431 CL
265 ok pacote 431 PC
615 ok pacote 431 PC
321 ok pacote 431 PC
246 ok pacote 431 PC
284 ok pacote 431 PC
346 ok pacote 431 CL
360 ok pacote 431 CL
535 ok pacote 431 PC
207 ok pacote 431 CL
289 ok pacote 431 CL
339 ok pacote 431 PC
276 ok pacote 431 PC
0 x pacote 431 CL
222 ok pacote 431 CL
294 ok pacote 431 CL
167 ok pacote 431 CL
265 ok pacote 431 CL
0 x pacote 737 PC
357 ok pacote 737 CL
0 x pacote 737 PC
0 x pacote 737 CL
341 ok pacote 737 CL
361 ok pacote 737 PC
172 ok pacote 737 PC
357 ok pacote 737 CL
518 ok pacote 737 CL
474 ok pacote 737 CL
599 ok pacote 737 CL
385 ok pacote 737 PC
834 ok pacote 737 CL
270 ok pacote 737 PC
1292 ok pacote 737 PC
487 ok pacote 737 CL
538 ok pacote 737 CL
1081 ok pacote 737 PC
1360 ok pacote 737 PC
545 ok pacote 737 CL
491 ok pacote 737 CL
439 ok pacote 737 CL
362 ok pacote 737 CL
1055 ok pacote 737 PC
560 ok pacote 737 CL
881 ok pacote 737 PC
1168 ok pacote 737 PC
746 ok pacote 737 PC
676 ok pacote 737 PC
370 ok pacote 737 CL
1391 ok pacote 737 PC
302 ok pacote 737 PC
618 ok pacote 737 PC
1096 ok pacote 737 PC
268 ok pacote 737 CL
403 ok pacote 737 CL
770 ok pacote 737 PC
513 ok pacote 737 CL
693 ok pacote 737 PC
392 ok pacote 737 CL
0 x pacote 436 PC
0 x pacote 436 CL
0 x pacote 436 CL
0 x pacote 436 CL
212 ok pacote 436 PC
223 ok pacote 436 PC
436 ok pacote 436 CL
969 ok pacote 436 PC
1520 ok pacote 436 PC
630 ok pacote 436 PC
0 x pacote 436 CL
962 ok pacote 436 PC
1063 ok pacote 436 PC
433 ok pacote 436 PC
694 ok pacote 436 CL
1927 ok pacote 436 PC
864 ok pacote 436 CL
945 ok pacote 436 PC
911 ok pacote 436 PC
175 ok pacote 436 PC
1225 ok pacote 436 PC
1198 ok pacote 436 PC
1116 ok pacote 436 PC
447 ok pacote 436 CL
123 ok pacote 436 CL
420 ok pacote 436 CL
0 x pacote 436 CL
859 ok pacote 436 CL
516 ok pacote 436 CL
0 x pacote 436 CL
639 ok pacote 436 CL
464 ok pacote 436 PC
0 x pacote 436 CL
1882 ok pacote 436 PC
362 ok pacote 436 CL
1473 ok pacote 436 PC
551 ok pacote 436 CL
1768 ok pacote 436 PC
818 ok pacote 436 CL
512 ok pacote 436 CL
0 x pacote 732 CL
228 ok pacote 732 CL
0 x pacote 732 CL
0 x pacote 732 CL
0 x pacote 732 PC
0 x pacote 732 PC
0 x pacote 732 CL
0 x pacote 732 PC
0 x pacote 732 CL
0 x pacote 732 PC
924 ok pacote 732 PC
382 ok pacote 732 CL
365 ok pacote 732 CL
372 ok pacote 732 CL
1220 ok pacote 732 PC
375 ok pacote 732 PC
1095 ok pacote 732 PC
339 ok pacote 732 PC
399 ok pacote 732 CL
260 ok pacote 732 CL
807 ok pacote 732 PC
460 ok pacote 732 CL
188 ok pacote 732 CL
1285 ok pacote 732 PC
0 x pacote 732 CL
245 ok pacote 732 CL
721 ok pacote 732 PC
645 ok pacote 732 PC
370 ok pacote 732 CL
346 ok pacote 732 CL
254 ok pacote 732 CL
687 ok pacote 732 PC
1031 ok pacote 732 PC
541 ok pacote 732 PC
179 ok pacote 732 CL
508 ok pacote 732 PC
576 ok pacote 732 PC
1976 ok pacote 732 PC
429 ok pacote 732 PC
204 ok pacote 732 CL
0 x pacote 900 PC
0 x pacote 900 PC
145 ok pacote 900 PC
351 ok pacote 900 CL
377 ok pacote 900 CL
177 ok pacote 900 PC
399 ok pacote 900 CL
478 ok pacote 900 CL
442 ok pacote 900 CL
1132 ok pacote 900 PC
482 ok pacote 900 CL
208 ok pacote 900 CL
1116 ok pacote 900 PC
442 ok pacote 900 CL
1257 ok pacote 900 PC
455 ok pacote 900 CL
423 ok pacote 900 CL
253 ok pacote 900 CL
1204 ok pacote 900 PC
1448 ok pacote 900 PC
1301 ok pacote 900 PC
460 ok pacote 900 CL
1306 ok pacote 900 PC
1348 ok pacote 900 PC
482 ok pacote 900 CL
438 ok pacote 900 CL
368 ok pacote 900 CL
1467 ok pacote 900 PC
837 ok pacote 900 PC
509 ok pacote 900 CL
868 ok pacote 900 PC
520 ok pacote 900 CL
551 ok pacote 900 CL
1122 ok pacote 900 PC
786 ok pacote 900 PC
294 ok pacote 900 CL
1310 ok pacote 900 PC
207 ok pacote 900 PC
754 ok pacote 900 PC
129 ok pacote 900 CL
669 ok pacote 503 CL
0 x pacote 503 CL
635 ok pacote 503 PC
1152 ok pacote 503 PC
0 x pacote 503 PC
361 ok pacote 503 CL
313 ok pacote 503 CL
217 ok pacote 503 PC
625 ok pacote 503 PC
647 ok pacote 503 PC
530 ok pacote 503 PC
514 ok pacote 503 CL
262 ok pacote 503 PC
824 ok pacote 503 PC
478 ok pacote 503 CL
1047 ok pacote 503 PC
423 ok pacote 503 CL
482 ok pacote 503 CL
368 ok pacote 503 CL
385 ok pacote 503 PC
517 ok pacote 503 PC
562 ok pacote 503 CL
402 ok pacote 503 PC
440 ok pacote 503 CL
461 ok pacote 503 CL
568 ok pacote 503 CL
664 ok pacote 503 CL
416 ok pacote 503 CL
0 x pacote 503 CL
506 ok pacote 503 CL
1071 ok pacote 503 PC
408 ok pacote 503 CL
529 ok pacote 503 PC
585 ok pacote 503 PC
424 ok pacote 503 CL
773 ok pacote 503 PC
1571 ok pacote 503 PC
1164 ok pacote 503 PC
341 ok pacote 503 PC
322 ok pacote 503 CL
0 x pacote 325 PC
0 x pacote 325 CL
0 x pacote 325 PC
0 x pacote 325 CL
355 ok pacote 325 CL
327 ok pacote 325 PC
307 ok pacote 325 PC
413 ok pacote 325 CL
307 ok pacote 325 CL
0 x pacote 325 CL
518 ok pacote 325 PC
203 ok pacote 325 PC
256 ok pacote 325 PC
305 ok pacote 325 PC
445 ok pacote 325 CL
457 ok pacote 325 CL
259 ok pacote 325 PC
433 ok pacote 325 CL
362 ok pacote 325 PC
250 ok pacote 325 PC
0 x pacote 325 CL
365 ok pacote 325 CL
397 ok pacote 325 CL
422 ok pacote 325 PC
334 ok pacote 325 PC
313 ok pacote 325 PC
576 ok pacote 325 PC
0 x pacote 325 CL
254 ok pacote 325 PC
212 ok pacote 325 PC
414 ok pacote 325 CL
0 x pacote 325 CL
384 ok pacote 325 CL
260 ok pacote 325 CL
0 x pacote 325 CL
394 ok pacote 325 CL
210 ok pacote 325 PC
472 ok pacote 325 PC
186 ok pacote 325 CL
247 ok pacote 325 PC
0 x pacote 373 PC
0 x pacote 373 PC
0 x pacote 373 PC
373 ok pacote 373 CL
0 x pacote 373 CL
543 ok pacote 373 PC
1041 ok pacote 373 PC
410 ok pacote 373 CL
0 x pacote 373 CL
0 x pacote 373 CL
189 ok pacote 373 CL
696 ok pacote 373 PC
0 x pacote 373 CL
1078 ok pacote 373 PC
268 ok pacote 373 CL
367 ok pacote 373 PC
1031 ok pacote 373 PC
172 ok pacote 373 CL
414 ok pacote 373 CL
605 ok pacote 373 PC
0 x pacote 373 CL
678 ok pacote 373 PC
609 ok pacote 373 PC
332 ok pacote 373 CL
522 ok pacote 373 PC
863 ok pacote 373 PC
279 ok pacote 373 CL
465 ok pacote 373 PC
822 ok pacote 373 PC
360 ok pacote 373 PC
0 x pacote 373 CL
264 ok pacote 373 CL
158 ok pacote 373 CL
456 ok pacote 373 PC
338 ok pacote 373 CL
179 ok pacote 373 CL
559 ok pacote 373 PC
216 ok pacote 373 CL
190 ok pacote 373 CL
317 ok pacote 373 PC
0 x pacote 819 PC
0 x pacote 819 PC
0 x pacote 819 CL
166 ok pacote 819 PC
443 ok pacote 819 CL
571 ok pacote 819 PC
471 ok pacote 819 CL
1152 ok pacote 819 PC
367 ok pacote 819 CL
1362 ok pacote 819 PC
1434 ok pacote 819 PC
1245 ok pacote 819 PC
1921 ok pacote 819 PC
519 ok pacote 819 CL
399 ok pacote 819 CL
794 ok pacote 819 PC
389 ok pacote 819 CL
672 ok pacote 819 PC
807 ok pacote 819 PC
535 ok pacote 819 PC
547 ok pacote 819 PC
553 ok pacote 819 CL
539 ok pacote 819 CL
315 ok pacote 819 CL
765 ok pacote 819 CL
533 ok pacote 819 CL
870 ok pacote 819 PC
222 ok pacote 819 CL
644 ok pacote 819 CL
0 x pacote 819 CL
1982 ok pacote 819 PC
1024 ok pacote 819 PC
521 ok pacote 819 CL
1048 ok pacote 819 PC
608 ok pacote 819 CL
386 ok pacote 819 CL
1906 ok pacote 819 PC
949 ok pacote 819 CL
962 ok pacote 819 PC
556 ok pacote 819 CL
0 x pacote 109 CL
144 ok pacote 109 PC
0 x pacote 109 CL
0 x pacote 109 PC
0 x pacote 109 CL
0 x pacote 109 PC
0 x pacote 109 CL
0 x pacote 109 CL
152 ok pacote 109 PC
0 x pacote 109 CL
372 ok pacote 109 CL
466 ok pacote 109 CL
0 x pacote 109 CL
0 x pacote 109 CL
261 ok pacote 109 PC
413 ok pacote 109 PC
495 ok pacote 109 CL
234 ok pacote 109 PC
357 ok pacote 109 PC
305 ok pacote 109 PC
169 ok pacote 109 PC
250 ok pacote 109 PC
208 ok pacote 109 PC
440 ok pacote 109 CL
424 ok pacote 109 CL
343 ok pacote 109 PC
384 ok pacote 109 CL
440 ok pacote 109 CL
0 x pacote 109 CL
244 ok pacote 109 PC
213 ok pacote 109 PC
173 ok pacote 109 PC
282 ok pacote 109 PC
391 ok pacote 109 CL
379 ok pacote 109 PC
361 ok pacote 109 CL
215 ok pacote 109 PC
0 x pacote 109 CL
511 ok pacote 109 PC
0 x pacote 109 CL
0 x pacote 210 PC
161 ok pacote 210 PC
458 ok pacote 210 CL
0 x pacote 210 PC
0 x pacote 210 PC
0 x pacote 210 CL
352 ok pacote 210 CL
0 x pacote 210 CL
381 ok pacote 210 PC
456 ok pacote 210 PC
486 ok pacote 210 PC
246 ok pacote 210 PC
444 ok pacote 210 CL
210 ok pacote 210 PC
517 ok pacote 210 CL
495 ok pacote 210 CL
196 ok pacote 210 PC
328 ok pacote 210 CL
0 x pacote 210 CL
365 ok pacote 210 PC
0 x pacote 210 CL
342 ok pacote 210 PC
0 x pacote 210 CL
205 ok pacote 210 PC
222 ok pacote 210 PC
288 ok pacote 210 CL
236 ok pacote 210 PC
0 x pacote 210 CL
317 ok pacote 210 CL
146 ok pacote 210 PC
344 ok pacote 210 PC
272 ok pacote 210 PC
246 ok pacote 210 PC
0 x pacote 210 CL
501 ok pacote 210 CL
284 ok pacote 210 PC
167 ok pacote 210 CL
329 ok pacote 210 CL
0 x pacote 210 CL
374 ok pacote 210 CL
0 x pacote 292 PC
0 x pacote 292 PC
308 ok pacote 292 PC
0 x pacote 292 PC
460 ok pacote 292 PC
0 x pacote 292 PC
0 x pacote 292 PC
